Date,Description,Amount,Transaction Type,Category,Account Name
2018-07-23,Hardware Store,30.0,debit,Home Improvement,Silver Card
2018-09-26,Internet Service Provider,75.0,debit,Internet,Checking
2018-12-15,Power Company,60.0,debit,Utilities,Checking
2018-04-16,City Water Charges,35.0,debit,Utilities,Checking
2018-08-01,Grocery Store,27.96,debit,Groceries,Platinum Card
2019-09-14,_RARE_,40.2,debit,Restaurants,Platinum Card
2018-11-16,Shell,35.55,debit,Gas & Fuel,Silver Card
2018-12-19,Brewing Company,8.02,debit,Alcohol & Bars,Silver Card
2018-12-04,Netflix,11.76,debit,Movies & DVDs,Silver Card
2018-05-18,Amazon,18.14,debit,Shopping,Platinum Card
2019-04-01,Amazon,13.12,debit,Shopping,Platinum Card
2019-05-11,Credit Card Payment,88.53,credit,Credit Card Payment,Platinum Card
2018-03-03,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-04-22,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-08-21,Phone Company,61.46,debit,Mobile Phone,Checking
2019-08-13,Barbershop,35.0,debit,Haircut,Silver Card
2019-06-09,Grocery Store,32.22,debit,Groceries,Silver Card
2018-09-02,American Tavern,4.0,debit,Restaurants,Silver Card
2018-09-07,Credit Card Payment,513.04,debit,Credit Card Payment,Checking
2019-07-07,Phone Company,67.0,debit,Mobile Phone,Checking
2018-02-12,Credit Card Payment,209.48,credit,Credit Card Payment,Platinum Card
2018-09-21,Credit Card Payment,264.99,debit,Credit Card Payment,Checking
2018-07-22,_RARE_,8.01,debit,Restaurants,Silver Card
2019-09-03,Credit Card Payment,109.58,credit,Credit Card Payment,Platinum Card
2018-02-03,Credit Card Payment,291.0,debit,Credit Card Payment,Checking
2018-10-27,Shell,31.48,debit,Gas & Fuel,Silver Card
2018-11-06,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-11-14,Power Company,60.0,debit,Utilities,Checking
2019-01-27,Credit Card Payment,354.71,debit,Credit Card Payment,Checking
2018-09-04,Netflix,21.76,debit,Television,Platinum Card
2018-02-16,Credit Card Payment,559.0,credit,Credit Card Payment,Silver Card
2018-01-20,Credit Card Payment,261.46,credit,Credit Card Payment,Platinum Card
2018-08-23,Power Company,20.8,debit,Utilities,Checking
2019-09-04,American Tavern,14.79,debit,Restaurants,Platinum Card
2018-02-18,Amazon,27.8,debit,Shopping,Platinum Card
2019-07-08,Gas Company,35.0,debit,Utilities,Checking
2018-07-05,Credit Card Payment,443.13,credit,Credit Card Payment,Silver Card
2019-04-15,Starbucks,4.75,debit,Coffee Shops,Platinum Card
2018-05-27,Internet Service Provider,74.99,debit,Internet,Checking
2018-05-10,BP,35.0,debit,Utilities,Checking
2018-03-08,Grocery Store,13.27,debit,Groceries,Silver Card
2018-03-01,Credit Card Payment,350.03,credit,Credit Card Payment,Silver Card
2019-04-23,Credit Card Payment,454.9,debit,Credit Card Payment,Checking
2018-03-19,Brunch Restaurant,2.75,debit,Restaurants,Silver Card
2019-05-12,Barbershop,30.0,debit,Utilities,Checking
2019-04-14,Internet Service Provider,74.99,debit,Internet,Checking
2018-05-29,Movie Theater,34.61,debit,Utilities,Checking
2018-08-22,Grocery Store,13.94,debit,Groceries,Platinum Card
2018-01-21,Phone Company,88.5,debit,Mobile Phone,Checking
2018-04-18,Grocery Store,38.53,debit,Groceries,Platinum Card
2018-06-09,Spotify,10.09,debit,Music,Platinum Card
2019-04-26,Mortgage Payment,1204.9,debit,Mortgage & Rent,Checking
2018-07-26,_RARE_,16.42,debit,Gas & Fuel,Silver Card
2018-09-19,State Farm,75.0,debit,Auto Insurance,Checking
2019-09-16,City Water Charges,35.0,debit,Utilities,Checking
2018-10-16,Credit Card Payment,462.06,credit,Credit Card Payment,Silver Card
2018-06-30,Thai Restaurant,23.17,debit,Restaurants,Platinum Card
2018-01-16,Credit Card Payment,1649.48,debit,Credit Card Payment,Checking
2018-05-01,Grocery Store,35.63,debit,Groceries,Silver Card
2019-06-08,Starbucks,7.0,debit,Coffee Shops,Silver Card
2018-12-09,Credit Card Payment,581.56,credit,Credit Card Payment,Platinum Card
2018-03-18,Credit Card Payment,793.79,credit,Credit Card Payment,Platinum Card
2018-04-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2019-02-12,City Water Charges,35.0,debit,Utilities,Checking
2018-09-12,_RARE_,88.62,debit,Fast Food,Platinum Card
2018-09-18,Credit Card Payment,462.99,credit,Credit Card Payment,Platinum Card
2019-08-01,Amazon,16.75,debit,Shopping,Platinum Card
2019-09-04,Grocery Store,194.96,debit,Groceries,Silver Card
2018-02-18,Credit Card Payment,250.67,credit,Credit Card Payment,Platinum Card
2018-11-06,Grocery Store,24.47,debit,Groceries,Platinum Card
2018-05-28,Grocery Store,2.75,debit,Groceries,Silver Card
2019-06-05,Credit Card Payment,275.18,credit,Credit Card Payment,Silver Card
2019-04-21,Hardware Store,41.26,debit,Home Improvement,Silver Card
2019-05-16,Power Company,60.0,debit,Utilities,Checking
2019-02-04,American Tavern,15.23,debit,Restaurants,Platinum Card
2019-08-18,Credit Card Payment,427.13,debit,Credit Card Payment,Checking
2018-02-22,Starbucks,4.0,debit,Coffee Shops,Silver Card
2018-03-25,Internet Service Provider,74.0,debit,Internet,Checking
2018-11-01,BP,38.02,debit,Gas & Fuel,Silver Card
2018-06-09,Amazon,11.43,debit,Shopping,Platinum Card
2018-06-26,Internet Service Provider,74.99,debit,Internet,Checking
2018-06-28,Brunch Restaurant,36.36,debit,Restaurants,Silver Card
2018-04-07,Gas Company,30.0,debit,Utilities,Checking
2019-06-16,State Farm,75.0,debit,Auto Insurance,Checking
2019-04-30,Grocery Store,7.37,debit,Groceries,Platinum Card
2018-11-04,Credit Card Payment,286.01,debit,Credit Card Payment,Checking
2019-09-08,Grocery Store,8.67,debit,Groceries,Platinum Card
2019-04-01,Amazon,13.02,debit,Shopping,Platinum Card
2019-08-09,Spotify,10.69,debit,Music,Platinum Card
2018-07-31,Netflix,74.94,debit,Internet,Checking
2019-06-10,Phone Company,88.4,debit,Mobile Phone,Checking
2019-02-01,Amazon,13.09,debit,Shopping,Platinum Card
2018-04-02,Mortgage Payment,1103.0,debit,Mortgage & Rent,Checking
2019-05-29,Brewing Company,10.0,debit,Alcohol & Bars,Platinum Card
2018-11-03,American Tavern,87.01,debit,Restaurants,Silver Card
2018-08-02,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
2019-09-23,Credit Card Payment,1200.6,debit,Credit Card Payment,Checking
2018-09-15,BP,34.23,debit,Gas & Fuel,Silver Card
2018-08-30,Grocery Store,2.76,debit,Groceries,Platinum Card
2019-08-12,Starbucks,23.76,debit,Coffee Shops,Platinum Card
2019-07-02,Mortgage Payment,1255.18,debit,Mortgage & Rent,Checking
2018-03-21,Credit Card Payment,191.52,debit,Credit Card Payment,Checking
2018-07-28,Grocery Store,6.57,debit,Groceries,Platinum Card
2018-09-21,Credit Card Payment,9.93,credit,Credit Card Payment,Silver Card
2018-11-22,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-04-24,QuikTrip,36.0,debit,Gas & Fuel,Silver Card
2018-06-05,Grocery Store,5.14,debit,Groceries,Silver Card
2018-03-05,Credit Card Payment,802.57,credit,Credit Card Payment,Platinum Card
2018-09-19,Barbershop,30.0,debit,Haircut,Platinum Card
2018-12-27,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-09-08,Gas Company,20.0,debit,Utilities,Checking
2019-06-21,Brunch Restaurant,5.0,debit,Restaurants,Silver Card
2018-10-04,Grocery Store,16.13,debit,Groceries,Silver Card
2018-11-16,City Water Charges,35.0,debit,Utilities,Checking
2018-08-23,Hardware Store,96.56,debit,Home Improvement,Silver Card
2019-04-01,Amazon,13.09,debit,Shopping,Platinum Card
2019-02-09,Spotify,2.75,debit,Music,Platinum Card
2018-03-18,Credit Card Payment,185.83,credit,Credit Card Payment,Platinum Card
2018-02-05,Credit Card Payment,257.99,credit,Credit Card Payment,Silver Card
2019-02-17,State Farm,75.0,debit,Auto Insurance,Checking
2018-04-10,Spotify,10.69,debit,Music,Platinum Card
2018-04-04,Netflix,17.3,debit,Movies & DVDs,Platinum Card
2018-11-05,Shell,32.34,debit,Gas & Fuel,Silver Card
2019-07-12,Grocery Store,2.75,debit,Groceries,Platinum Card
2018-04-28,Thai Restaurant,43.44,debit,Restaurants,Silver Card
2018-12-06,Amazon,13.14,debit,Shopping,Platinum Card
2018-05-01,Credit Card Payment,604.17,debit,Credit Card Payment,Checking
2019-03-14,Credit Card Payment,627.69,credit,Credit Card Payment,Silver Card
2019-01-20,Amazon,46.92,debit,Shopping,Platinum Card
2019-02-14,Credit Card Payment,308.58,debit,Credit Card Payment,Checking
2019-07-17,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-03-19,Biweekly Paycheck,2020.0,credit,Paycheck,Checking
2018-11-16,Credit Card Payment,259.47,credit,Credit Card Payment,Platinum Card
2019-06-24,Brunch Restaurant,22.75,debit,Restaurants,Platinum Card
2019-04-14,Credit Card Payment,102.32,debit,Credit Card Payment,Checking
2018-03-03,QuikTrip,31.63,debit,Gas & Fuel,Platinum Card
2019-04-18,Grocery Store,18.89,debit,Groceries,Platinum Card
2019-03-09,Netflix,15.69,debit,Music,Platinum Card
2018-04-28,Credit Card Payment,104.03,credit,Credit Card Payment,Silver Card
2018-08-17,Power Company,60.0,debit,Utilities,Checking
2018-07-26,State Farm,74.0,debit,Auto Insurance,Checking
2018-04-29,Hardware Store,44.34,debit,Home Improvement,Silver Card
2019-05-17,Internet Service Provider,75.69,debit,Internet,Checking
2019-02-20,Credit Card Payment,525.02,debit,Credit Card Payment,Checking
2019-03-18,Credit Card Payment,29.48,debit,Credit Card Payment,Checking
2019-04-22,Credit Card Payment,824.13,debit,Credit Card Payment,Checking
2018-01-26,Internet Service Provider,74.99,debit,Internet,Checking
2018-11-29,Movie Theater,78.0,debit,Internet,Checking
2019-03-07,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-02-12,Credit Card Payment,366.52,debit,Credit Card Payment,Silver Card
2018-07-02,Credit Card Payment,263.91,credit,Credit Card Payment,Platinum Card
2018-05-09,Grocery Store,10.77,debit,Groceries,Platinum Card
2019-02-13,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-02-05,Brunch Restaurant,56.0,debit,Restaurants,Platinum Card
2018-08-30,BP,24.08,debit,Gas & Fuel,Silver Card
2018-01-31,Amazon,49.99,debit,Shopping,Platinum Card
2018-02-01,Grocery Store,2.75,debit,Groceries,Platinum Card
2019-09-01,Mortgage Payment,1200.69,debit,Mortgage & Rent,Checking
2019-05-09,Credit Card Payment,430.09,debit,Credit Card Payment,Checking
2018-05-18,State Farm,75.0,debit,Auto Insurance,Checking
2019-07-27,Grocery Store,43.57,debit,Groceries,Platinum Card
2018-05-24,Thai Restaurant,8.46,debit,Restaurants,Platinum Card
2018-11-02,_RARE_,33.44,debit,Gas & Fuel,Platinum Card
2019-02-19,Power Company,30.0,debit,Utilities,Checking
2018-03-04,Netflix,11.66,debit,Movies & DVDs,Silver Card
2018-02-03,Credit Card Payment,1117.06,debit,Credit Card Payment,Checking
2018-11-27,Brunch Restaurant,19.72,debit,Television,Platinum Card
2019-05-30,Credit Card Payment,584.26,debit,Credit Card Payment,Checking
2018-05-03,Shell,16.31,debit,Alcohol & Bars,Platinum Card
2019-05-15,Grocery Store,3.0,debit,Groceries,Platinum Card
2018-12-12,Grocery Store,9.31,debit,Groceries,Platinum Card
2018-11-01,Credit Card Payment,495.03,debit,Credit Card Payment,Checking
2018-09-09,Spotify,10.62,debit,Music,Platinum Card
2018-12-18,Phone Company,47.5,debit,Mobile Phone,Checking
2018-02-28,Greek Restaurant,36.11,debit,Restaurants,Silver Card
2019-03-28,Hardware Store,11.2,debit,Home Improvement,Silver Card
2018-01-09,Amazon,17.13,debit,Shopping,Platinum Card
2018-01-23,BP,35.65,debit,Gas & Fuel,Platinum Card
2019-04-02,Hardware Store,119.47,debit,Internet,Checking
2018-06-20,Grocery Store,45.31,debit,Groceries,Platinum Card
2018-09-01,_RARE_,3.61,debit,Groceries,Platinum Card
2019-07-21,Thai Restaurant,4.6,debit,Restaurants,Platinum Card
2018-10-04,Credit Card Payment,709.01,debit,Credit Card Payment,Checking
2018-04-08,Grocery Store,55.64,debit,Groceries,Silver Card
2019-09-16,Power Company,60.0,debit,Utilities,Checking
2018-02-20,Credit Card Payment,38.57,debit,Credit Card Payment,Checking
2019-09-19,Grocery Store,8.53,debit,Groceries,Platinum Card
2019-08-15,Credit Card Payment,60.17,debit,Credit Card Payment,Checking
2018-11-01,Amazon,26.51,debit,Shopping,Platinum Card
2019-03-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
2018-05-25,Internet Service Provider,75.0,debit,Internet,Checking
2018-06-04,Gas Company,45.0,debit,Utilities,Checking
2018-09-11,_RARE_,26.9,debit,Groceries,Silver Card
2018-06-16,Grocery Store,5.68,debit,Groceries,Silver Card
2018-11-13,Thai Restaurant,30.61,debit,Restaurants,Silver Card
2018-09-21,Starbucks,4.0,debit,Coffee Shops,Platinum Card
2019-05-18,Credit Card Payment,553.82,debit,Credit Card Payment,Checking
2018-04-28,Grocery Store,2.75,debit,Groceries,Platinum Card
2019-01-18,BP,38.45,debit,Gas & Fuel,Silver Card
2019-04-05,Mortgage Payment,1109.0,debit,Mortgage & Rent,Checking
2018-11-04,Netflix,11.79,debit,Movies & DVDs,Platinum Card
2019-02-01,Brewing Company,35.0,debit,Restaurants,Silver Card
2018-05-01,Grocery Store,6.75,debit,Groceries,Platinum Card
2018-02-17,Grocery Store,16.76,debit,Groceries,Platinum Card
2019-03-01,Credit Card Payment,318.89,debit,Credit Card Payment,Checking
2018-03-02,Credit Card Payment,113.14,debit,Credit Card Payment,Checking
2018-04-18,_RARE_,43.59,debit,Mobile Phone,Checking
2018-10-09,Spotify,10.0,debit,Music,Platinum Card
2018-06-01,Amazon,11.26,debit,Shopping,Platinum Card
2018-01-30,Thai Restaurant,37.1,debit,Restaurants,Platinum Card
2019-05-21,Barbershop,35.0,debit,Haircut,Silver Card
2019-09-20,State Farm,75.0,debit,Auto Insurance,Checking
2019-07-09,Brewing Company,2.75,debit,Alcohol & Bars,Platinum Card
2018-02-12,Grocery Store,4.45,debit,Groceries,Silver Card
2018-08-04,Credit Card Payment,201.85,credit,Credit Card Payment,Platinum Card
2018-12-12,Phone Company,39.0,debit,Mobile Phone,Checking
2019-07-15,Power Company,60.0,debit,Utilities,Checking
2018-10-05,Mortgage Payment,1109.17,debit,Mortgage & Rent,Checking
2018-10-29,Credit Card Payment,483.36,credit,Credit Card Payment,Platinum Card
2019-06-01,Gas Company,35.0,debit,Utilities,Checking
2019-08-20,Grocery Store,2.75,debit,Groceries,Platinum Card
2018-04-17,City Water Charges,35.0,debit,Utilities,Checking
2019-04-25,American Tavern,34.99,debit,Restaurants,Silver Card
2018-05-25,Internet Service Provider,74.99,debit,Internet,Checking
2019-04-08,Credit Card Payment,494.4,credit,Credit Card Payment,Silver Card
2019-06-15,Credit Card Payment,303.82,credit,Credit Card Payment,Platinum Card
2018-06-04,Grocery Store,17.66,debit,Groceries,Platinum Card
2018-10-29,Hardware Store,24.0,debit,Home Improvement,Platinum Card
2018-02-27,BP,34.58,debit,Gas & Fuel,Platinum Card
2019-07-19,Credit Card Payment,715.27,credit,Credit Card Payment,Platinum Card
2018-10-19,City Water Charges,95.0,debit,Utilities,Checking
2018-11-29,Gas Company,30.0,debit,Utilities,Checking
2018-07-28,BP,264.38,debit,Gas & Fuel,Silver Card
2018-04-04,Netflix,13.6,debit,Television,Platinum Card
2018-12-18,Amazon,6.11,debit,Shopping,Platinum Card
2019-04-13,Credit Card Payment,605.84,credit,Credit Card Payment,Platinum Card
2019-03-05,Amazon,13.1,debit,Shopping,Platinum Card
2019-08-25,Internet Service Provider,60.0,debit,Internet,Checking
2019-04-24,Pizza Place,32.45,debit,Restaurants,Platinum Card
2018-03-05,Hardware Store,37.0,debit,Home Improvement,Platinum Card
2019-09-04,Power Company,65.0,debit,Utilities,Checking
2018-03-02,Mortgage Payment,1249.44,debit,Mortgage & Rent,Checking
2018-04-10,_RARE_,14.51,debit,_RARE_,Silver Card
2018-04-23,Grocery Store,54.72,debit,Groceries,Platinum Card
2018-04-01,Grocery Store,17.04,debit,Groceries,Platinum Card
2018-02-28,Grocery Store,74.0,debit,Groceries,Silver Card
2019-09-23,American Tavern,6.41,debit,Restaurants,Platinum Card
2018-11-03,BP,15.52,debit,Fast Food,Platinum Card
2019-07-06,Brewing Company,23.04,debit,Alcohol & Bars,Silver Card
2018-07-25,Credit Card Payment,89.62,credit,Credit Card Payment,Platinum Card
2019-07-15,Barbershop,35.0,debit,Utilities,Checking
2019-04-25,_RARE_,36.75,debit,Restaurants,Silver Card
2019-04-25,Internet Service Provider,74.0,debit,Internet,Checking
2019-04-29,Shell,6.96,debit,Gas & Fuel,Silver Card
2018-11-23,Thai Restaurant,22.75,debit,Restaurants,Silver Card
2018-03-19,Amazon,49.19,debit,Shopping,Platinum Card
2019-05-15,City Water Charges,35.0,debit,Utilities,Checking
2019-03-04,QuikTrip,27.66,debit,Restaurants,Platinum Card
2019-09-23,Gas Company,30.0,debit,Utilities,Checking
2018-04-17,Power Company,60.0,debit,Utilities,Checking
2018-11-06,Hardware Store,120.0,debit,Home Improvement,Platinum Card
2019-09-22,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-08-03,Credit Card Payment,2.75,debit,Credit Card Payment,Platinum Card
2019-01-10,Power Company,60.0,debit,Utilities,Checking
2019-08-14,Credit Card Payment,760.96,debit,Credit Card Payment,Checking
2019-04-12,_RARE_,23.56,debit,Restaurants,Platinum Card
2018-07-18,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-04-22,Amazon,16.17,debit,Shopping,Platinum Card
2019-03-24,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-06-10,Grocery Store,9.75,debit,Groceries,Platinum Card
2018-03-06,Credit Card Payment,482.02,credit,Credit Card Payment,Platinum Card
2019-01-06,Grocery Store,96.0,debit,Groceries,Silver Card
2018-12-22,Grocery Store,24.36,debit,Groceries,Silver Card
2018-12-09,Gas Company,30.0,debit,Utilities,Checking
2018-12-24,Credit Card Payment,26.33,debit,Credit Card Payment,Checking
2018-11-15,Credit Card Payment,96.68,credit,Credit Card Payment,Silver Card
2019-05-08,Shell,33.0,debit,Gas & Fuel,Platinum Card
2019-04-17,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
2019-07-15,Grocery Store,13.51,debit,Groceries,Silver Card
2018-10-13,Credit Card Payment,653.75,credit,Credit Card Payment,Platinum Card
2018-12-04,Netflix,11.76,debit,Television,Platinum Card
2019-06-03,QuikTrip,34.83,debit,Gas & Fuel,Silver Card
2019-08-14,Credit Card Payment,265.38,credit,Credit Card Payment,Silver Card
2019-09-04,Credit Card Payment,584.78,debit,Credit Card Payment,Checking
2019-08-24,Credit Card Payment,367.87,debit,Credit Card Payment,Checking
2018-11-09,Spotify,13.69,debit,Music,Platinum Card
2018-08-27,Grocery Store,29.76,debit,Groceries,Silver Card
2018-04-12,Grocery Store,29.8,debit,Groceries,Platinum Card
2019-05-01,Amazon,13.09,debit,Shopping,Platinum Card
2018-06-24,_RARE_,49.71,debit,Shopping,Platinum Card
2019-02-08,Credit Card Payment,554.45,debit,Credit Card Payment,Checking
2018-05-21,Grocery Store,2.75,debit,Groceries,Platinum Card
2018-05-16,Brewing Company,38.0,debit,Alcohol & Bars,Platinum Card
2019-02-15,Credit Card Payment,269.18,debit,Credit Card Payment,Checking
2019-02-02,Credit Card Payment,218.26,credit,Credit Card Payment,Platinum Card
2019-09-07,Brewing Company,9.0,debit,Alcohol & Bars,Platinum Card
2019-04-05,Credit Card Payment,1844.03,debit,Credit Card Payment,Checking
2018-03-14,Credit Card Payment,241.98,credit,Credit Card Payment,Platinum Card
2019-09-20,Credit Card Payment,441.26,debit,Credit Card Payment,Checking
2018-06-12,Phone Company,62.14,debit,Mobile Phone,Checking
2019-08-09,Gas Company,30.0,debit,Utilities,Checking
2018-04-12,Grocery Store,6.75,debit,Groceries,Platinum Card
2018-05-21,City Water Charges,30.4,debit,Utilities,Checking
2019-03-28,Starbucks,3.0,debit,Coffee Shops,Platinum Card
2019-01-30,Hardware Store,89.93,debit,Home Improvement,Silver Card
2019-07-28,Grocery Store,23.71,debit,Groceries,Silver Card
2019-04-06,Amazon,11.77,debit,Shopping,Platinum Card
2019-08-21,Credit Card Payment,9.14,debit,Credit Card Payment,Checking
2018-09-02,Amazon,2.75,debit,Shopping,Platinum Card
2019-08-08,Credit Card Payment,102.12,credit,Credit Card Payment,Silver Card
2018-09-11,_RARE_,33.63,debit,Groceries,Platinum Card
2019-03-25,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-12-10,Credit Card Payment,249.95,debit,Credit Card Payment,Checking
2019-05-09,Spotify,10.69,debit,Music,Platinum Card
2019-08-22,Grocery Store,2.93,debit,Groceries,Platinum Card
2018-01-18,Amazon,3.61,debit,Shopping,Platinum Card
2018-12-26,_RARE_,16.94,debit,Alcohol & Bars,Silver Card
2018-03-06,Brewing Company,14.77,debit,Alcohol & Bars,Silver Card
2019-01-09,Credit Card Payment,488.51,debit,Credit Card Payment,Checking
2019-08-15,Power Company,80.0,debit,Utilities,Checking
2018-04-20,Amazon,79.47,debit,Shopping,Platinum Card
2018-12-06,Starbucks,9.7,debit,Coffee Shops,Platinum Card
2019-08-12,Brunch Restaurant,44.0,debit,Alcohol & Bars,Silver Card
2018-07-25,Internet Service Provider,74.99,debit,Internet,Checking
2018-07-19,Brunch Restaurant,69.41,debit,Groceries,Platinum Card
2019-02-05,Starbucks,13.0,debit,Coffee Shops,Silver Card
2018-02-08,Grocery Store,15.65,debit,Groceries,Platinum Card
2018-09-09,_RARE_,88.59,debit,Restaurants,Platinum Card
2018-01-17,Fancy Restaurant,2.75,debit,Restaurants,Silver Card
2018-01-06,_RARE_,3.87,debit,Restaurants,Platinum Card
2019-09-23,Credit Card Payment,6.12,debit,Credit Card Payment,Checking
2018-04-11,Phone Company,63.01,debit,Mobile Phone,Checking
2018-04-17,Fancy Restaurant,35.0,debit,Restaurants,Silver Card
2019-08-16,Shell,38.5,debit,Gas & Fuel,Silver Card
2019-08-03,Credit Card Payment,104.13,credit,Credit Card Payment,Platinum Card
2018-02-20,Grocery Store,26.98,debit,Groceries,Silver Card
2019-07-16,City Water Charges,35.0,debit,Utilities,Checking
2018-06-15,_RARE_,57.1,debit,Fast Food,Platinum Card
2018-04-02,Credit Card Payment,393.62,debit,Credit Card Payment,Checking
2018-01-12,Grocery Store,6.1,debit,Groceries,Silver Card
2018-10-14,Grocery Store,26.17,debit,Groceries,Silver Card
2018-11-04,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-04-04,Credit Card Payment,565.62,debit,Credit Card Payment,Checking
2019-01-22,Hardware Store,62.46,debit,Home Improvement,Platinum Card
2019-07-19,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
2019-05-06,Credit Card Payment,102.32,credit,Credit Card Payment,Silver Card
2018-05-10,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-09-26,Credit Card Payment,263.96,debit,Credit Card Payment,Checking
2018-11-13,_RARE_,98.03,debit,Gas & Fuel,Platinum Card
2018-05-08,Grocery Store,3.02,debit,Groceries,Platinum Card
2018-10-10,_RARE_,20.36,debit,Restaurants,Platinum Card
2019-05-02,Amazon,209.96,debit,Restaurants,Platinum Card
2018-11-15,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-04-26,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2018-07-25,Credit Card Payment,504.9,debit,Credit Card Payment,Checking
2019-01-04,Brewing Company,5.0,debit,Alcohol & Bars,Silver Card
2018-11-17,City Water Charges,35.0,debit,Utilities,Checking
2018-10-10,Grocery Store,10.65,debit,Groceries,Platinum Card
2018-06-27,Credit Card Payment,864.96,credit,Credit Card Payment,Silver Card
2019-08-12,Grocery Store,46.36,debit,Groceries,Silver Card
2018-09-12,Fancy Restaurant,48.92,debit,Restaurants,Silver Card
2018-07-09,Gas Company,39.0,debit,Utilities,Checking
2019-09-04,Hardware Store,11.18,debit,Home Improvement,Platinum Card
2019-06-09,Phone Company,65.0,debit,Mobile Phone,Checking
2019-06-18,State Farm,75.0,debit,Auto Insurance,Checking
2019-01-11,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-10-16,City Water Charges,35.0,debit,Utilities,Checking
2018-06-06,Credit Card Payment,256.86,debit,Credit Card Payment,Checking
2018-11-20,Biweekly Paycheck,2200.0,credit,Paycheck,Checking
2019-08-14,Internet Service Provider,74.99,debit,Internet,Checking
2018-06-08,Pizza Place,19.08,debit,Restaurants,Silver Card
2019-03-15,Grocery Store,6.53,debit,Groceries,Platinum Card
2018-05-30,BP,36.56,debit,Gas & Fuel,Platinum Card
2019-07-14,Credit Card Payment,237.76,credit,Credit Card Payment,Platinum Card
2019-02-27,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-01-26,State Farm,74.0,debit,Auto Insurance,Checking
2018-02-05,Shell,35.02,debit,Gas & Fuel,Platinum Card
2018-09-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2019-06-02,Credit Card Payment,210.14,debit,Credit Card Payment,Checking
2019-06-16,Brunch Restaurant,49.92,debit,Restaurants,Platinum Card
2018-02-16,Power Company,30.0,debit,Utilities,Checking
2019-09-18,Credit Card Payment,38.24,debit,Credit Card Payment,Checking
2019-04-24,_RARE_,17.23,debit,Fast Food,Platinum Card
2018-12-05,Mortgage Payment,1247.84,debit,Mortgage & Rent,Checking
2018-12-23,Hardware Store,6.41,debit,Home Improvement,Silver Card
2018-05-30,Netflix,13.24,debit,Movies & DVDs,Platinum Card
2019-02-01,Amazon,47.13,debit,Shopping,Platinum Card
2019-04-26,City Water Charges,35.0,debit,Utilities,Checking
2018-07-18,Amazon,11.91,debit,Shopping,Platinum Card
2019-08-01,Amazon,11.72,debit,Shopping,Platinum Card
2018-02-01,Starbucks,13.74,debit,Coffee Shops,Platinum Card
2019-04-08,Credit Card Payment,341.79,credit,Credit Card Payment,Platinum Card
2019-02-13,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-03-16,City Water Charges,30.0,debit,Utilities,Checking
2018-03-18,Hardware Store,8.69,debit,Home Improvement,Platinum Card
2018-03-13,_RARE_,58.62,debit,Movies & DVDs,Platinum Card
2018-04-07,Grocery Store,58.32,debit,Groceries,Platinum Card
2018-12-25,Internet Service Provider,75.0,debit,Internet,Checking
2019-08-08,BP,38.78,debit,Gas & Fuel,Platinum Card
2018-03-28,Grocery Store,2.75,debit,Groceries,Platinum Card
2019-09-09,Gas Company,30.0,debit,Utilities,Checking
2019-02-14,BP,39.48,debit,Gas & Fuel,Platinum Card
2018-01-08,Biweekly Paycheck,2050.0,credit,Paycheck,Checking
2018-10-14,Starbucks,7.5,debit,Coffee Shops,Silver Card
2019-01-07,Credit Card Payment,594.0,credit,Credit Card Payment,Silver Card
2018-11-14,Amazon,12.71,debit,Shopping,Platinum Card
2018-06-06,American Tavern,36.41,debit,Restaurants,Silver Card
2018-11-19,Credit Card Payment,164.68,credit,Credit Card Payment,Silver Card
2018-11-20,_RARE_,25.64,debit,Restaurants,Silver Card
2018-04-16,Grocery Store,36.0,debit,Groceries,Silver Card
2018-10-18,Grocery Store,33.17,debit,Groceries,Silver Card
2018-11-17,Power Company,60.0,debit,Utilities,Checking
2019-08-18,Amazon,43.99,debit,Shopping,Platinum Card
2018-10-18,Credit Card Payment,767.08,credit,Credit Card Payment,Platinum Card
